Collection,Weapon,Skin,Quality,Steam Market API URL
"Falchion Case","P2000","Handgun","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Handgun%20(Factory%20New)"
"Falchion Case","CZ75-Auto","Yellow Jacket","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Yellow%20Jacket%20(Factory%20New)"
"Falchion Case","MP7","Nemesis","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Nemesis%20(Factory%20New)"
"Falchion Case","SG 553","Cyrex","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Cyrex%20(Factory%20New)"
"Falchion Case","AK-47","Aquamarine Revenge","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Aquamarine%20Revenge%20(Factory%20New)"
"Falchion Case","AWP","Hyper Beast","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Hyper%20Beast%20(Factory%20New)"
"Shadow Case","Dual Berettas","Dualing Dragons","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Dualing%20Dragons%20(Factory%20New)"
"Shadow Case","FAMAS","Survivor Z","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Survivor%20Z%20(Factory%20New)"
"Shadow Case","Glock-18","Wraiths","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Wraiths%20(Factory%20New)"
"Shadow Case","MAC-10","Rangeen","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Rangeen%20(Factory%20New)"
"Shadow Case","MAG-7","Cobalt Core","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Cobalt%20Core%20(Factory%20New)"
"Shadow Case","SCAR-20","Green Marine","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Green%20Marine%20(Factory%20New)"
"Shadow Case","XM1014","Scumbria","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Scumbria%20(Factory%20New)"
"Shadow Case","Galil AR","Stone Cold","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Stone%20Cold%20(Factory%20New)"
"Shadow Case","M249","Nebula Crusader","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20Nebula%20Crusader%20(Factory%20New)"
"Shadow Case","MP7","Special Delivery","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Special%20Delivery%20(Factory%20New)"
"Shadow Case","P250","Wingshot","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Wingshot%20(Factory%20New)"
"Shadow Case","AK-47","Frontside Misty","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Frontside%20Misty%20(Factory%20New)"
"Shadow Case","G3SG1","Flux","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Flux%20(Factory%20New)"
"Shadow Case","SSG 08","Big Iron","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Big%20Iron%20(Factory%20New)"
"Shadow Case","M4A1-S","Golden Coil","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Golden%20Coil%20(Factory%20New)"
"Shadow Case","USP-S","Kill Confirmed","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Kill%20Confirmed%20(Factory%20New)"
"Revolver Case","R8 Revolver","Crimson Web","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=R8%20Revolver%20%7C%20Crimson%20Web%20(Factory%20New)"
"Revolver Case","AUG","Ricochet","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Ricochet%20(Factory%20New)"
"Revolver Case","Desert Eagle","Corinthian","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Corinthian%20(Factory%20New)"
"Revolver Case","P2000","Imperial","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Imperial%20(Factory%20New)"
"Revolver Case","Sawed-Off","Yorick","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Yorick%20(Factory%20New)"
"Revolver Case","SCAR-20","Outbreak","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Outbreak%20(Factory%20New)"
"Revolver Case","PP-Bizon","Fuel Rod","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Fuel%20Rod%20(Factory%20New)"
"Revolver Case","Five-SeveN","Retrobution","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Retrobution%20(Factory%20New)"
"Revolver Case","Negev","Power Loader","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Power%20Loader%20(Factory%20New)"
"Revolver Case","SG 553","Tiger Moth","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Tiger%20Moth%20(Factory%20New)"
"Revolver Case","Tec-9","Avalanche","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Avalanche%20(Factory%20New)"
"Revolver Case","XM1014","Teclu Burner","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Teclu%20Burner%20(Factory%20New)"
"Revolver Case","AK-47","Point Disarray","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Point%20Disarray%20(Factory%20New)"
"Revolver Case","G3SG1","The Executioner","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20The%20Executioner%20(Factory%20New)"
"Revolver Case","P90","Shapewood","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Shapewood%20(Factory%20New)"
"Revolver Case","M4A4","Royal Paladin","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Royal%20Paladin%20(Factory%20New)"
"Revolver Case","R8 Revolver","Fade","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=R8%20Revolver%20%7C%20Fade%20(Factory%20New)"
"Operation Wildfire Case","PP-Bizon","Photic Zone","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Photic%20Zone%20(Factory%20New)"
"Operation Wildfire Case","Dual Berettas","Cartel","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Cartel%20(Factory%20New)"
"Operation Wildfire Case","MAC-10","Lapis Gator","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Lapis%20Gator%20(Factory%20New)"
"Operation Wildfire Case","SSG 08","Necropos","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Necropos%20(Factory%20New)"
"Operation Wildfire Case","Tec-9","Jambiya","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Jambiya%20(Factory%20New)"
"Operation Wildfire Case","USP-S","Lead Conduit","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Lead%20Conduit%20(Factory%20New)"
"Operation Wildfire Case","FAMAS","Valence","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Valence%20(Factory%20New)"
"Operation Wildfire Case","Five-SeveN","Triumvirate","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Triumvirate%20(Factory%20New)"
"Operation Wildfire Case","Glock-18","Royal Legion","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Royal%20Legion%20(Factory%20New)"
"Operation Wildfire Case","MAG-7","Praetorian","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Praetorian%20(Factory%20New)"
"Operation Wildfire Case","MP7","Impire","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Impire%20(Factory%20New)"
"Operation Wildfire Case","AWP","Elite Build","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Elite%20Build%20(Factory%20New)"
"Operation Wildfire Case","Desert Eagle","Kumicho Dragon","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Kumicho%20Dragon%20(Factory%20New)"
"Operation Wildfire Case","Nova","Hyper Beast","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Hyper%20Beast%20(Factory%20New)"
"Operation Wildfire Case","M4A4","The Battlestar","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20The%20Battlestar%20(Factory%20New)"
"Operation Wildfire Case","AK-47","Fuel Injector","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Fuel%20Injector%20(Factory%20New)"
"Chroma 3 Case","Dual Berettas","Ventilators","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Ventilators%20(Factory%20New)"
"Chroma 3 Case","G3SG1","Orange Crash","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Orange%20Crash%20(Factory%20New)"
"Chroma 3 Case","M249","Spectre","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20Spectre%20(Factory%20New)"
"Chroma 3 Case","MP9","Bioleak","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Bioleak%20(Factory%20New)"
"Chroma 3 Case","P2000","Oceanic","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Oceanic%20(Factory%20New)"
"Chroma 3 Case","SG 553","Atlas","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Atlas%20(Factory%20New)"
"Chroma 3 Case","Sawed-Off","Fubar","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Fubar%20(Factory%20New)"
"Chroma 3 Case","Galil AR","Firefight","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Firefight%20(Factory%20New)"
"Chroma 3 Case","CZ75-Auto","Red Astor","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Red%20Astor%20(Factory%20New)"
"Chroma 3 Case","XM1014","Black Tie","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Black%20Tie%20(Factory%20New)"
"Chroma 3 Case","SSG 08","Ghost Crusader","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Ghost%20Crusader%20(Factory%20New)"
"Chroma 3 Case","Tec-9","Re-Entry","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Re-Entry%20(Factory%20New)"
"Chroma 3 Case","UMP-45","Primal Saber","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Primal%20Saber%20(Factory%20New)"
"Chroma 3 Case","P250","Asiimov","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Asiimov%20(Factory%20New)"
"Chroma 3 Case","AUG","Fleet Flock","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Fleet%20Flock%20(Factory%20New)"
"Chroma 3 Case","M4A1-S","Chantico's Fire","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Chantico's%20Fire%20(Factory%20New)"
"Chroma 3 Case","PP-Bizon","Judgement of Anubis","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Judgement%20of%20Anubis%20(Factory%20New)"
"Gamma Case","Five-SeveN","Violent Daimyo","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Violent%20Daimyo%20(Factory%20New)"
"Gamma Case","MAC-10","Carnivore","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Carnivore%20(Factory%20New)"
"Gamma Case","Nova","Exo","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Exo%20(Factory%20New)"
"Gamma Case","P250","Iron Clad","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Iron%20Clad%20(Factory%20New)"
"Gamma Case","PP-Bizon","Harvester","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Harvester%20(Factory%20New)"
"Gamma Case","SG 553","Aerial","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Aerial%20(Factory%20New)"
"Gamma Case","Tec-9","Ice Cap","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Ice%20Cap%20(Factory%20New)"
"Gamma Case","AUG","Aristocrat","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Aristocrat%20(Factory%20New)"
"Gamma Case","AWP","Phobos","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Phobos%20(Factory%20New)"
"Gamma Case","P90","Chopper","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Chopper%20(Factory%20New)"
"Gamma Case","R8 Revolver","Reboot","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=R8%20Revolver%20%7C%20Reboot%20(Factory%20New)"
"Gamma Case","Sawed-Off","Limelight","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Limelight%20(Factory%20New)"
"Gamma Case","M4A4","Desolate Space","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Desolate%20Space%20(Factory%20New)"
"Gamma Case","P2000","Imperial Dragon","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Imperial%20Dragon%20(Factory%20New)"
"Gamma Case","SCAR-20","Bloodsport","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Bloodsport%20(Factory%20New)"
"Gamma Case","Glock-18","Wasteland Rebel","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Wasteland%20Rebel%20(Factory%20New)"
"Gamma Case","M4A1-S","Mecha Industries","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Mecha%20Industries%20(Factory%20New)"
"Gamma 2 Case","XM1014","Slipstream","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Slipstream%20(Factory%20New)"
"Gamma 2 Case","UMP-45","Briefing","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Briefing%20(Factory%20New)"
"Gamma 2 Case","P90","Grim","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Grim%20(Factory%20New)"
"Gamma 2 Case","Negev","Dazzle","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Dazzle%20(Factory%20New)"
"Gamma 2 Case","G3SG1","Ventilator","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Ventilator%20(Factory%20New)"
"Gamma 2 Case","Five-SeveN","Scumbria","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Scumbria%20(Factory%20New)"
"Gamma 2 Case","CZ75-Auto","Imprint","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Imprint%20(Factory%20New)"
"Gamma 2 Case","SG 553","Triarch","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Triarch%20(Factory%20New)"
"Gamma 2 Case","SCAR-20","Powercore","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Powercore%20(Factory%20New)"
"Gamma 2 Case","MAG-7","Petroglyph","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Petroglyph%20(Factory%20New)"
"Gamma 2 Case","Glock-18","Weasel","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Weasel%20(Factory%20New)"
"Gamma 2 Case","Desert Eagle","Directive","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Directive%20(Factory%20New)"
"Gamma 2 Case","Tec-9","Fuel Injector","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Fuel%20Injector%20(Factory%20New)"
"Gamma 2 Case","MP9","Airlock","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Airlock%20(Factory%20New)"
"Gamma 2 Case","AUG","Syd Mead","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Syd%20Mead%20(Factory%20New)"
